gauge_id,lcm2007-woodland,lcm2007-arable-horticultural,lcm2007-grassland,lcm2007-mountain-heath-bog,lcm2007-urban
57008,0.1393,0.0789,0.5348,0.0871,0.156
57009,0.1411,0.0604,0.657,0.0046,0.1362
58001,0.1856,0.0276,0.6417,0.0278,0.1172
58002,0.3117,0.0097,0.5845,0.0609,0.0296
58006,0.0957,0.002,0.835,0.0611,0.0031
58008,0.3293,0.028,0.5065,0.0766,0.0594
58009,0.0651,0.0567,0.6863,0.0218,0.1694
58010,0.0007,0.0,0.7355,0.2638,0.0
58012,0.474,0.0214,0.4053,0.0564,0.0422
59001,0.1628,0.0192,0.6797,0.08,0.0565
60002,0.2316,0.0193,0.7183,0.0247,0.0055
60003,0.0841,0.0614,0.8366,0.0042,0.0136
60005,0.3904,0.0148,0.5694,0.0191,0.0062
60006,0.2096,0.0254,0.7462,0.0097,0.009
60010,0.2026,0.0213,0.7388,0.0262,0.0074
60012,0.0735,0.0207,0.8866,0.0141,0.0052
6007,0.1809,0.0073,0.3329,0.4111,0.0012
6008,0.2496,0.001,0.1273,0.5995,0.0004
61001,0.0754,0.106,0.7977,0.009,0.0115
61002,0.0977,0.057,0.8193,0.014,0.0071
62001,0.1018,0.0432,0.8235,0.0182,0.0121
63001,0.1822,0.0251,0.695,0.0883,0.0077
63004,0.1916,0.0012,0.5008,0.3024,0.0034
64001,0.2521,0.0332,0.6166,0.0936,0.0024
64002,0.18,0.0195,0.5478,0.2414,0.0024
64006,0.1141,0.0366,0.7869,0.0579,0.0022
65001,0.1418,0.0045,0.5285,0.3016,0.0014
65004,0.1044,0.0058,0.6602,0.1951,0.0064
65005,0.1619,0.0096,0.7575,0.0617,0.0042
65006,0.0681,0.0133,0.576,0.2917,0.0278
65007,0.027,0.0007,0.7553,0.2089,0.0001
65008,0.0,0.0016,0.4934,0.5014,0.0036
66001,0.1591,0.1792,0.6174,0.0272,0.0164
66004,0.1144,0.2527,0.5835,0.0372,0.0103
66006,0.0621,0.0456,0.8142,0.0703,0.0032
66011,0.1615,0.0151,0.4901,0.3243,0.004
67001,0.112,0.0221,0.5342,0.2964,0.0035
67005,0.1142,0.0589,0.5953,0.2256,0.0057
67006,0.1858,0.0487,0.5922,0.1411,0.002
67008,0.1555,0.2137,0.5087,0.0614,0.0578
67010,0.0,0.0035,0.4552,0.5323,0.0
67015,0.145,0.0571,0.5509,0.222,0.009
67018,0.2107,0.0156,0.4552,0.3178,0.0003
67025,0.0629,0.239,0.4218,0.1018,0.1716
67033,0.1166,0.1522,0.551,0.1383,0.031
68001,0.0526,0.3165,0.5673,0.003,0.0543
68003,0.0637,0.2366,0.5535,0.0582,0.0825
68004,0.0421,0.3516,0.4123,0.0028,0.1866
68005,0.0512,0.2848,0.6419,0.0026,0.0128
68020,0.0602,0.4367,0.4742,0.0003,0.0275
69002,0.0719,0.0624,0.4252,0.1423,0.2819
69007,0.075,0.0457,0.4047,0.2262,0.2364
69012,0.1222,0.0804,0.5667,0.028,0.1971
69015,0.0718,0.0244,0.3465,0.4914,0.0503
69017,0.0985,0.0524,0.6167,0.1761,0.0484
69023,0.0407,0.073,0.4441,0.1316,0.2939
69027,0.0602,0.049,0.3439,0.2863,0.2465
69030,0.0503,0.5207,0.1184,0.0013,0.3019
69032,0.0643,0.2657,0.156,0.0134,0.4961
69043,0.0716,0.0419,0.2437,0.0025,0.6309
70002,0.0933,0.363,0.2164,0.054,0.251
7001,0.0766,0.0014,0.1413,0.7758,0.0012
7002,0.1285,0.0064,0.1504,0.7058,0.0014
7003,0.3868,0.0509,0.3504,0.2065,0.0032
7005,0.0998,0.0053,0.142,0.7343,0.0012
7006,0.5612,0.0,0.0318,0.4007,0.0
71001,0.08,0.0182,0.6428,0.1878,0.0657
71004,0.0691,0.0199,0.5845,0.1518,0.1676
71006,0.0537,0.017,0.705,0.1963,0.0275
71008,0.1226,0.0112,0.5565,0.2964,0.0077
71014,0.0963,0.0223,0.5218,0.0905,0.2628
72002,0.0584,0.0459,0.6505,0.1999,0.0402
72004,0.0493,0.0063,0.6022,0.3317,0.009
72005,0.0286,0.0031,0.6481,0.3095,0.0105
72007,0.1129,0.0204,0.7343,0.1245,0.0075
72009,0.0386,0.0123,0.6505,0.2878,0.0104
72014,0.0857,0.0142,0.7353,0.1275,0.03
72015,0.0238,0.0025,0.6498,0.3134,0.0101
73005,0.0542,0.0064,0.6968,0.1969,0.0431
73009,0.0495,0.0031,0.6227,0.3211,0.0035
73010,0.2753,0.0073,0.4516,0.1731,0.0219
73011,0.0496,0.005,0.7846,0.1504,0.0091
73014,0.2066,0.012,0.5782,0.1927,0.0032
73015,0.1384,0.018,0.8158,0.0135,0.0121
74001,0.1375,0.0089,0.6425,0.2072,0.0006
74005,0.1674,0.1145,0.5059,0.1545,0.0316
74006,0.0811,0.0558,0.7479,0.1125,0.0028
74007,0.1044,0.0033,0.6252,0.2537,0.0038
75003,0.1607,0.0361,0.4989,0.2572,0.0092
75004,0.1331,0.0374,0.549,0.2414,0.0029
75017,0.0385,0.2154,0.701,0.0327,0.0098
76003,0.0773,0.0331,0.549,0.2851,0.021
76005,0.0467,0.0401,0.6853,0.2158,0.0119
76007,0.1003,0.0947,0.5894,0.1897,0.0181
76008,0.2599,0.0495,0.4232,0.2589,0.0071
76011,0.9443,0.0,0.0179,0.0377,0.0
76014,0.0134,0.0042,0.4722,0.4981,0.012
77002,0.4294,0.0247,0.4314,0.1104,0.0029
77003,0.383,0.0303,0.4504,0.1333,0.0024
77004,0.1892,0.1942,0.5394,0.0641,0.0117
78003,0.3131,0.1146,0.4801,0.0812,0.0079
78004,0.372,0.0524,0.4777,0.0965,0.0014
78006,0.4115,0.0295,0.396,0.1543,0.0068
79002,0.1667,0.0485,0.5331,0.2452,0.0042
79003,0.2025,0.0073,0.3653,0.4124,0.0075
79004,0.1736,0.0257,0.5267,0.2734,0.0003
79005,0.2532,0.1012,0.4842,0.1569,0.002
79006,0.1517,0.0117,0.5302,0.2998,0.0046
80001,0.2138,0.0647,0.5749,0.1373,0.0021
80002,0.3902,0.0089,0.3781,0.1988,0.0019
80003,0.1698,0.0,0.533,0.2962,0.0
80004,0.6178,0.0,0.3276,0.0527,0.0018
80005,0.0,0.0,0.7334,0.2666,0.0
80006,0.2357,0.0017,0.4896,0.2074,0.0031
8004,0.1099,0.0064,0.1609,0.7203,0.0007
8005,0.1218,0.0059,0.1562,0.7003,0.0052
8006,0.1653,0.0172,0.1882,0.6174,0.005
8009,0.14,0.0111,0.1548,0.6892,0.0036
8011,0.1228,0.0071,0.2883,0.5808,0.0009
8013,0.1181,0.0012,0.0427,0.8347,0.0014
81002,0.5556,0.0037,0.2377,0.1901,0.0037
81003,0.1689,0.0036,0.414,0.4084,0.0013
81004,0.4399,0.0088,0.2865,0.2507,0.0013
81006,0.4726,0.0009,0.2521,0.2623,0.0004
81007,0.4573,0.0025,0.2684,0.2685,0.0012
82001,0.2522,0.0234,0.5747,0.1291,0.0061
82003,0.4243,0.0061,0.4031,0.1625,0.0014
83003,0.0779,0.0118,0.4568,0.4463,0.0052
83004,0.2005,0.0204,0.4693,0.2876,0.0206
83006,0.1399,0.0632,0.5303,0.248,0.0158
83007,0.1051,0.0361,0.8064,0.0391,0.0096
83009,0.1349,0.0582,0.5757,0.1797,0.0421
83010,0.2657,0.0198,0.4532,0.2455,0.015
83013,0.1424,0.054,0.6425,0.1308,0.0292
84001,0.1942,0.0868,0.4311,0.1314,0.1445
84004,0.1302,0.0758,0.5313,0.2532,0.0044
84005,0.1687,0.0705,0.5169,0.2025,0.0365
84008,0.1419,0.0888,0.4745,0.1311,0.1622
84009,0.2237,0.0196,0.526,0.2111,0.0152
84012,0.1441,0.0535,0.4679,0.0559,0.2609
84013,0.1657,0.0693,0.5041,0.193,0.0617
84014,0.2182,0.0353,0.4945,0.2282,0.0216
84016,0.1577,0.1033,0.5016,0.1163,0.1169
84017,0.1207,0.0413,0.4948,0.2645,0.0392
84018,0.1448,0.0708,0.5268,0.2475,0.0053
84019,0.1343,0.0518,0.3819,0.1207,0.2899
84020,0.1432,0.0269,0.4141,0.3865,0.0278
84022,0.1873,0.0383,0.5531,0.2173,0.004
84026,0.3463,0.0102,0.347,0.1878,0.086
84030,0.1482,0.0787,0.5186,0.0947,0.147
85001,0.1671,0.0116,0.4496,0.2656,0.0073
85002,0.1868,0.0256,0.4974,0.2762,0.0098
85003,0.0239,0.0008,0.6186,0.3552,0.0
85004,0.0413,0.0019,0.6714,0.2852,0.0002
88001,0.6256,0.004,0.1153,0.2627,0.0022
89002,0.0718,0.0,0.5503,0.3692,0.0
89003,0.1334,0.0008,0.4692,0.3827,0.0006
89005,0.441,0.0011,0.3221,0.2301,0.0027
89007,0.6833,0.0009,0.1845,0.1142,0.0
90003,0.0973,0.0011,0.3328,0.5674,0.001
9002,0.2112,0.1998,0.3889,0.1933,0.0056
9003,0.2879,0.2011,0.3948,0.1027,0.0133
9004,0.3169,0.1214,0.3805,0.1793,0.0019
9005,0.0439,0.0013,0.2143,0.7405,0.0
92001,0.177,0.0026,0.4605,0.2786,0.0
93001,0.1058,0.0001,0.1761,0.7011,0.001
94001,0.0493,0.0005,0.1717,0.6923,0.0001
95001,0.017,0.0,0.2217,0.6841,0.0
96001,0.1843,0.0008,0.1602,0.6447,0.0005
96002,0.0597,0.0004,0.4341,0.4707,0.0001
96004,0.0127,0.0,0.3998,0.5767,0.0
97002,0.125,0.005,0.1884,0.6488,0.001
