gauge_id,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban
60005,0.3617,0.0327,0.5459,0.0303,0.0156
60006,0.188,0.0437,0.738,0.0078,0.0222
60010,0.2129,0.0222,0.7197,0.0253,0.0149
60012,0.0934,0.0026,0.8557,0.0318,0.0164
6007,0.1697,0.0122,0.1333,0.6158,0.0006
6008,0.2072,0.0046,0.1304,0.6385,0.0
61001,0.05,0.1316,0.7755,0.0099,0.0302
61002,0.0787,0.1007,0.7744,0.0127,0.0273
62001,0.12,0.0474,0.7883,0.018,0.0238
63001,0.1862,0.0161,0.7332,0.036,0.0251
63004,0.2239,0.0006,0.6068,0.0878,0.0701
64001,0.2935,0.0052,0.623,0.0578,0.0025
64002,0.2306,0.0042,0.6479,0.0804,0.001
64006,0.1023,0.0107,0.8344,0.0342,0.0065
65001,0.1813,0.0007,0.5848,0.1547,0.0033
65004,0.1365,0.0058,0.6917,0.0781,0.0182
65005,0.1463,0.0045,0.7702,0.0459,0.0043
65006,0.1016,0.0089,0.6477,0.1002,0.0272
65007,0.0377,0.0066,0.8293,0.0953,0.0046
65008,0.0105,0.0039,0.5738,0.2171,0.0169
66001,0.1909,0.0344,0.7302,0.0218,0.0134
66004,0.186,0.04,0.7266,0.015,0.0191
66006,0.0863,0.0089,0.819,0.0721,0.0025
66011,0.1701,0.0041,0.6522,0.1521,0.005
67001,0.1414,0.0018,0.6528,0.1585,0.0051
67005,0.1389,0.0036,0.6496,0.191,0.005
67006,0.1827,0.0027,0.6749,0.0935,0.0034
67008,0.16,0.0498,0.6649,0.0461,0.0636
67010,0.0,0.0,0.7295,0.2554,0.0
67015,0.1751,0.0123,0.6296,0.1487,0.01
67018,0.2453,0.0007,0.5728,0.1679,0.0033
67025,0.0719,0.1341,0.5034,0.1024,0.1808
67033,0.1358,0.0883,0.6282,0.0951,0.0364
68001,0.0502,0.2431,0.6344,0.0006,0.068
68003,0.0662,0.1609,0.628,0.0286,0.1095
68004,0.0446,0.2427,0.5261,0.0023,0.1818
68005,0.049,0.2541,0.6694,0.0001,0.0232
68020,0.0639,0.2917,0.5953,0.0001,0.0487
69002,0.1102,0.0285,0.5073,0.0659,0.2591
69007,0.1035,0.0158,0.4344,0.1869,0.2276
69012,0.1316,0.0278,0.599,0.0081,0.2201
69015,0.085,0.0087,0.3554,0.4465,0.0632
69017,0.1005,0.0148,0.6781,0.1273,0.0547
69023,0.0799,0.0337,0.4927,0.0906,0.2644
69027,0.1232,0.0105,0.3369,0.227,0.2511
69030,0.0867,0.3057,0.2355,0.0151,0.345
69032,0.0965,0.1599,0.2392,0.0108,0.4755
69043,0.1723,0.0277,0.2135,0.0,0.5659
70002,0.0892,0.1886,0.4148,0.0298,0.2578
7001,0.0755,0.0,0.1658,0.7432,0.0
7002,0.1258,0.0044,0.1495,0.707,0.0001
7003,0.4049,0.1002,0.2627,0.2224,0.0028
7005,0.1142,0.0028,0.1087,0.7564,0.0001
7006,0.565,0.0,0.1749,0.2576,0.0
71001,0.0934,0.0304,0.7087,0.0864,0.0682
71004,0.0902,0.028,0.6319,0.0717,0.1637
71006,0.0638,0.0288,0.8005,0.0606,0.0326
71008,0.1014,0.0226,0.6672,0.1857,0.0118
71014,0.1096,0.0444,0.5436,0.058,0.2307
72002,0.0736,0.106,0.617,0.1574,0.0391
72004,0.0548,0.0178,0.809,0.0839,0.0127
72005,0.0441,0.0112,0.8305,0.0816,0.009
72007,0.1192,0.0526,0.7403,0.0768,0.0071
72009,0.046,0.0188,0.7743,0.1029,0.0156
72014,0.0775,0.0463,0.7449,0.0849,0.0389
72015,0.0262,0.0133,0.8337,0.0968,0.0053
73005,0.0599,0.0561,0.8056,0.0381,0.0339
73009,0.0647,0.023,0.7981,0.103,0.001
73010,0.1957,0.0442,0.6275,0.0475,0.014
73011,0.0645,0.022,0.8816,0.0213,0.0081
73014,0.1044,0.0219,0.7937,0.0571,0.0065
73015,0.1252,0.0747,0.773,0.0,0.0237
74001,0.0855,0.0166,0.7256,0.1611,0.0047
74005,0.1015,0.0978,0.6629,0.0824,0.0247
74006,0.0568,0.0619,0.7125,0.1645,0.0032
74007,0.0594,0.0153,0.8586,0.0407,0.0066
75003,0.1205,0.0196,0.708,0.1043,0.0072
75004,0.0823,0.0176,0.7062,0.1518,0.002
75017,0.037,0.1126,0.8168,0.0149,0.0162
76003,0.0768,0.0322,0.7797,0.0556,0.0207
76005,0.0499,0.0541,0.8031,0.0615,0.0125
76007,0.0858,0.0853,0.7271,0.0647,0.0242
76008,0.1834,0.0699,0.5602,0.159,0.0244
76011,0.3665,0.1091,0.1575,0.3025,0.0644
76014,0.0188,0.0237,0.8413,0.0937,0.0105
77002,0.3583,0.0129,0.5213,0.1033,0.003
77003,0.2577,0.0373,0.5561,0.1354,0.0112
77004,0.1358,0.074,0.7367,0.0322,0.0183
78003,0.2462,0.0696,0.5877,0.0806,0.0119
78004,0.3006,0.0417,0.615,0.0306,0.0021
78006,0.3627,0.0355,0.384,0.2038,0.0117
79002,0.1388,0.0434,0.6765,0.1248,0.01
79003,0.1834,0.0001,0.5652,0.227,0.0083
79004,0.1596,0.0111,0.7487,0.0749,0.0035
79005,0.2122,0.0261,0.6832,0.0665,0.009
79006,0.1222,0.0256,0.6821,0.1543,0.0083
80001,0.2094,0.0492,0.688,0.0352,0.0114
80002,0.374,0.0062,0.5155,0.078,0.005
80003,0.1043,0.0,0.6701,0.2256,0.0
80004,0.3561,0.0,0.5126,0.1313,0.0
80005,0.0,0.0,0.534,0.466,0.0
80006,0.1641,0.0,0.5402,0.2321,0.0
8004,0.1174,0.0023,0.1692,0.7001,0.0009
8005,0.1397,0.0042,0.1016,0.7297,0.002
8006,0.1806,0.0129,0.1563,0.6326,0.0025
8009,0.1445,0.0056,0.1302,0.7153,0.0001
8011,0.1475,0.0006,0.2869,0.5472,0.0003
8013,0.1259,0.0,0.0347,0.8309,0.0
81002,0.4909,0.0033,0.3973,0.0905,0.0076
81003,0.158,0.0066,0.3378,0.4901,0.0038
81004,0.372,0.0105,0.437,0.1605,0.0082
81006,0.4097,0.0003,0.4642,0.1058,0.0032
81007,0.4408,0.0037,0.4224,0.1253,0.0056
82001,0.1969,0.0359,0.6546,0.0811,0.0143
82003,0.316,0.0115,0.5072,0.1544,0.0083
83003,0.0686,0.0205,0.5696,0.3191,0.0086
83004,0.1935,0.0376,0.5321,0.1903,0.0282
83006,0.1194,0.0894,0.5858,0.1721,0.0195
83007,0.0849,0.0466,0.8147,0.0398,0.013
83009,0.0818,0.0069,0.7186,0.1362,0.0455
83010,0.2352,0.0759,0.48,0.1805,0.023
83013,0.128,0.1626,0.5875,0.0779,0.0373
84001,0.1159,0.0331,0.5979,0.0812,0.1357
84004,0.0893,0.066,0.5776,0.2487,0.0093
84005,0.1288,0.0972,0.5573,0.1595,0.0434
84008,0.0836,0.0204,0.6092,0.1185,0.1461
84009,0.2276,0.0814,0.5132,0.1443,0.0234
84012,0.0928,0.0311,0.5669,0.0426,0.2379
84013,0.1242,0.092,0.5488,0.1531,0.0643
84014,0.179,0.1075,0.5259,0.1476,0.0315
84016,0.105,0.0616,0.5555,0.1038,0.1348
84017,0.0596,0.0078,0.6477,0.2046,0.0466
84018,0.0968,0.066,0.599,0.2147,0.0121
84019,0.0814,0.0659,0.434,0.0967,0.2609
84020,0.0885,0.0041,0.7191,0.1608,0.0197
84022,0.1004,0.0197,0.7344,0.1366,0.0019
84026,0.2781,0.0117,0.5018,0.1074,0.077
84030,0.1144,0.0669,0.6194,0.0521,0.1252
85001,0.1313,0.0036,0.4738,0.2772,0.0083
85002,0.1595,0.0096,0.5921,0.2234,0.0079
85003,0.0376,0.0,0.3966,0.5565,0.0
85004,0.0279,0.0,0.6745,0.2935,0.0001
88001,0.6898,0.0,0.0988,0.2229,0.0
89002,0.0726,0.0017,0.4905,0.3999,0.0037
89003,0.1049,0.0046,0.3963,0.4618,0.0017
89005,0.3455,0.0005,0.2619,0.3642,0.0007
89007,0.6051,0.0,0.1712,0.2056,0.0
90003,0.0779,0.0,0.2461,0.5495,0.0017
9002,0.2102,0.238,0.3469,0.1931,0.0069
9003,0.3077,0.1787,0.378,0.1078,0.0109
9004,0.2716,0.173,0.3453,0.2057,0.0042
9005,0.1006,0.0001,0.2158,0.6794,0.0
92001,0.1676,0.0,0.2854,0.463,0.0
93001,0.0701,0.0,0.1189,0.7807,0.0001
94001,0.0369,0.0,0.065,0.7718,0.0002
95001,0.0015,0.0,0.1922,0.7153,0.0
96001,0.1819,0.0001,0.0485,0.7606,0.0
96002,0.0658,0.0,0.2335,0.6674,0.0
96004,0.0127,0.0,0.2089,0.7659,0.0
97002,0.1146,0.0136,0.1462,0.6927,0.0009
