gauge_id,lcm2000-woodland,lcm2000-arable-horticultural,lcm2000-grassland,lcm2000-mountain-heath-bog,lcm2000-urban
33012,0.0573,0.7458,0.1766,0.0,0.0203
33013,0.0837,0.7185,0.1427,0.0,0.0551
33014,0.1649,0.607,0.1455,0.0005,0.0793
33018,0.0919,0.4928,0.3717,0.0,0.0413
33019,0.1571,0.6239,0.1729,0.0,0.0454
33020,0.027,0.7701,0.1587,0.0,0.042
33021,0.0332,0.7198,0.1932,0.0,0.0472
33022,0.0832,0.5981,0.2016,0.0,0.1118
33023,0.0685,0.6634,0.2306,0.0,0.0357
33024,0.0891,0.6801,0.1571,0.0,0.0678
33026,0.0907,0.5619,0.2564,0.0001,0.0845
33028,0.1231,0.4998,0.2605,0.0,0.1114
33029,0.1253,0.6933,0.1402,0.0,0.0404
33031,0.1175,0.4611,0.2834,0.0,0.1249
33032,0.0861,0.6855,0.2155,0.0008,0.01
33033,0.0778,0.6342,0.1535,0.0,0.1336
33034,0.1533,0.6325,0.1633,0.0,0.0503
33035,0.1121,0.6459,0.1746,0.0014,0.0624
33039,0.101,0.5133,0.2966,0.0002,0.0823
33053,0.0672,0.764,0.112,0.0,0.0445
33054,0.1133,0.7073,0.1573,0.0008,0.0176
33058,0.0512,0.5581,0.2987,0.0,0.0876
34002,0.0687,0.7087,0.1852,0.0,0.0374
34003,0.1128,0.7496,0.1171,0.0,0.0194
34004,0.0898,0.7402,0.1359,0.0003,0.0306
34005,0.0865,0.6821,0.1665,0.0,0.0595
34006,0.0529,0.7754,0.1371,0.0,0.0345
34007,0.047,0.8019,0.1171,0.0,0.034
34008,0.087,0.6798,0.1304,0.0,0.1024
34010,0.0569,0.7312,0.1723,0.0,0.0394
34011,0.0701,0.7742,0.13,0.0005,0.0247
34012,0.0376,0.8352,0.1154,0.0,0.0099
35003,0.0687,0.7406,0.149,0.0015,0.0401
35008,0.0572,0.7743,0.1054,0.0,0.063
36003,0.0519,0.7498,0.1496,0.0,0.038
36006,0.0618,0.7577,0.13,0.0,0.0426
36009,0.0433,0.852,0.0831,0.0,0.0216
36010,0.0406,0.8696,0.0701,0.0,0.0178
36011,0.0592,0.6213,0.139,0.0,0.1732
36012,0.0802,0.7144,0.1736,0.0,0.0283
37001,0.0791,0.6172,0.1601,0.0019,0.1264
37003,0.0737,0.7544,0.1271,0.0,0.0364
37005,0.0747,0.7352,0.1377,0.0,0.0478
37008,0.0621,0.6898,0.1561,0.0,0.0759
37009,0.0392,0.6877,0.1406,0.0,0.1261
37010,0.0703,0.7469,0.1193,0.0,0.0565
37011,0.0841,0.7073,0.141,0.0,0.049
37018,0.1139,0.3609,0.2668,0.0021,0.2489
37019,0.0503,0.229,0.2511,0.0024,0.4431
37020,0.0691,0.7072,0.1506,0.0,0.0548
37031,0.1006,0.3108,0.2077,0.0,0.3779
37033,0.1052,0.0737,0.1316,0.0,0.6895
38001,0.1091,0.5502,0.1863,0.0,0.1483
38003,0.126,0.5647,0.1826,0.0,0.1263
38004,0.0771,0.7281,0.1592,0.0,0.035
38007,0.1038,0.2223,0.2224,0.0,0.4183
38012,0.093,0.2423,0.1967,0.0,0.465
38014,0.1342,0.1925,0.2408,0.001,0.4284
38017,0.1214,0.6923,0.1613,0.0,0.0249
38018,0.1232,0.3186,0.2097,0.0,0.3438
38021,0.2324,0.3232,0.2879,0.0005,0.1544
38026,0.0932,0.6497,0.1778,0.0,0.0686
38029,0.0573,0.7869,0.137,0.0,0.0184
38030,0.1085,0.595,0.1665,0.0,0.1288
39001,0.1609,0.3562,0.3217,0.0045,0.1404
39002,0.1078,0.4646,0.341,0.0,0.0721
39004,0.2456,0.1124,0.2603,0.0001,0.3808
39005,0.0856,0.009,0.1631,0.0,0.7417
39006,0.131,0.4588,0.3444,0.0,0.0487
39007,0.2254,0.1809,0.2538,0.0282,0.297
39008,0.108,0.4545,0.3516,0.0,0.0667
39010,0.1446,0.3615,0.2559,0.0001,0.2308
39011,0.2592,0.3116,0.2682,0.0164,0.1351
39012,0.1327,0.0757,0.2742,0.0001,0.5148
39014,0.0949,0.5129,0.1993,0.0,0.1874
39015,0.1212,0.4095,0.3023,0.0009,0.1499
39016,0.1495,0.4521,0.315,0.0012,0.0504
39017,0.1705,0.3743,0.4072,0.0,0.0456
39019,0.1026,0.5372,0.3027,0.001,0.024
39020,0.1621,0.4076,0.3975,0.0,0.0288
39021,0.0919,0.5033,0.3339,0.0,0.0642
39022,0.1471,0.3877,0.2859,0.0,0.1654
39023,0.1934,0.2358,0.3592,0.0002,0.2046
39025,0.2406,0.2896,0.3785,0.0018,0.0656
39027,0.175,0.4554,0.282,0.005,0.0444
39028,0.2489,0.4887,0.2188,0.0,0.0261
39029,0.4917,0.1773,0.2296,0.0011,0.098
39034,0.1416,0.4852,0.3143,0.0,0.0493
39035,0.1776,0.3538,0.3813,0.0,0.072
39036,0.5365,0.1482,0.24,0.0025,0.0729
39037,0.0678,0.5585,0.3189,0.0,0.0192
39042,0.0972,0.6419,0.227,0.0,0.0207
39049,0.1227,0.0593,0.1864,0.0008,0.6284
39052,0.2328,0.0596,0.2909,0.009,0.403
39054,0.2132,0.168,0.3252,0.0007,0.2819
39056,0.1663,0.1076,0.2239,0.0001,0.4967
39061,0.1137,0.275,0.5021,0.0,0.0304
39065,0.0869,0.3845,0.4885,0.0,0.0401
39069,0.2415,0.1478,0.3139,0.0012,0.2807
39072,0.1319,0.4054,0.3403,0.002,0.1038
39078,0.1475,0.4818,0.2884,0.0003,0.0729
39081,0.0759,0.5284,0.3217,0.0,0.0634
39087,0.0558,0.1845,0.4608,0.0,0.2848
39088,0.1791,0.3549,0.3346,0.0,0.1243
39095,0.1531,0.0135,0.163,0.0008,0.6695
39099,0.1061,0.5217,0.3377,0.0,0.0293
39101,0.1071,0.4731,0.3392,0.0,0.0264
39105,0.0974,0.3621,0.4542,0.0,0.0832
39108,0.2351,0.3264,0.3937,0.0,0.0351
39114,0.0723,0.5737,0.2764,0.009,0.0202
39120,0.1509,0.4816,0.3104,0.0004,0.0481
39125,0.0992,0.5572,0.2467,0.0,0.0886
39127,0.2291,0.4505,0.2327,0.0,0.0809
39141,0.3026,0.2555,0.2832,0.0182,0.1314
39142,0.1656,0.4496,0.3456,0.0,0.0282
39143,0.15,0.4007,0.402,0.0001,0.0358
39144,0.1138,0.5033,0.3243,0.0,0.0509
40003,0.2331,0.275,0.3658,0.0015,0.1098
40004,0.3394,0.133,0.462,0.0,0.0528
40005,0.1502,0.4052,0.3574,0.0003,0.0775
40006,0.261,0.3015,0.3151,0.0002,0.1131
40007,0.3514,0.1641,0.3212,0.0064,0.1418
40009,0.3338,0.1904,0.3702,0.0003,0.0746
40010,0.2193,0.2566,0.4051,0.0001,0.0988
40011,0.1529,0.4723,0.2833,0.0,0.0825
40012,0.2345,0.2836,0.3003,0.0003,0.1706
40013,0.2758,0.2232,0.2844,0.0001,0.2024
40016,0.1837,0.1786,0.2354,0.0007,0.3974
40017,0.3909,0.0779,0.4761,0.0,0.0495
40018,0.2693,0.2424,0.2943,0.0002,0.1815
4001,0.0987,0.0058,0.113,0.7419,0.0005
40020,0.3271,0.1124,0.3838,0.0,0.1657
40021,0.2515,0.2645,0.4066,0.0,0.0637
40022,0.1137,0.5307,0.2365,0.0,0.1133
40033,0.1466,0.392,0.377,0.0,0.0746
4003,0.1331,0.0104,0.137,0.6759,0.0018
4005,0.0569,0.0,0.0991,0.8299,0.0
4006,0.0228,0.0,0.1431,0.8027,0.0
41001,0.1691,0.1482,0.6389,0.0,0.0346
41003,0.1832,0.2015,0.5063,0.0,0.0834
41004,0.2689,0.2159,0.4037,0.0012,0.089
41005,0.322,0.2277,0.3336,0.0021,0.0935
41006,0.2523,0.146,0.4971,0.0,0.0917
41009,0.2543,0.3282,0.318,0.0076,0.0773
41011,0.2376,0.3386,0.3186,0.0093,0.082
41012,0.2058,0.2837,0.3529,0.0002,0.1468
41013,0.1614,0.2501,0.5454,0.0,0.0332
41014,0.3096,0.2613,0.3363,0.0002,0.0801
41016,0.1517,0.1595,0.5543,0.0,0.11
41019,0.2788,0.2482,0.335,0.0003,0.1272
41020,0.169,0.3343,0.425,0.0,0.059
41022,0.4144,0.2304,0.3058,0.0009,0.0414
41023,0.3107,0.3719,0.2692,0.0,0.0237
41025,0.4356,0.2082,0.2891,0.0005,0.0585
41027,0.2457,0.2838,0.311,0.0349,0.1153
41028,0.1598,0.363,0.4173,0.0,0.0551
41029,0.2371,0.1906,0.5034,0.0,0.0486
42001,0.157,0.4026,0.3001,0.0,0.113
42003,0.5609,0.0364,0.179,0.1665,0.0561
42004,0.1492,0.4622,0.308,0.0019,0.0437
42006,0.1176,0.4054,0.4103,0.0,0.0438
42008,0.1327,0.5035,0.2943,0.0,0.0329
42010,0.1042,0.4438,0.3609,0.0001,0.0723
42011,0.1289,0.359,0.4129,0.0,0.0755
42016,0.1171,0.4987,0.3235,0.0001,0.0379
42017,0.1874,0.042,0.3072,0.0,0.4569
42024,0.1347,0.5044,0.2899,0.0012,0.0338
42026,0.0593,0.4238,0.4392,0.0,0.0244
42027,0.103,0.5656,0.2812,0.0001,0.0335
43005,0.0911,0.334,0.4891,0.0,0.0331
43006,0.159,0.4871,0.2979,0.008,0.0317
43007,0.0924,0.4647,0.3599,0.0111,0.0464
43008,0.0935,0.3089,0.5051,0.0017,0.0269
43009,0.0739,0.4521,0.4268,0.0121,0.0265
43014,0.1129,0.5074,0.3147,0.0,0.0439
43017,0.1081,0.5486,0.2956,0.0,0.0273
43018,0.094,0.5519,0.2862,0.0032,0.0173
43021,0.129,0.3734,0.3978,0.0177,0.0406
44001,0.0938,0.4713,0.3732,0.013,0.036
44002,0.0882,0.5079,0.3366,0.0221,0.0186
44006,0.0703,0.5454,0.3382,0.01,0.0108
44009,0.0379,0.5265,0.3665,0.0,0.0482
44011,0.1333,0.2716,0.5525,0.0002,0.0351
45001,0.1497,0.1285,0.6671,0.0276,0.0237
45003,0.1028,0.29,0.5355,0.0031,0.0647
45004,0.0934,0.3095,0.5611,0.0006,0.034
45005,0.1287,0.3566,0.4252,0.0093,0.0706
45009,0.1599,0.0611,0.726,0.0321,0.0106
45012,0.119,0.3891,0.4474,0.001,0.042
46003,0.1726,0.0542,0.5588,0.182,0.0303
46005,0.0861,0.0,0.4286,0.48,0.0053
46008,0.1035,0.154,0.6156,0.0943,0.0301
46014,0.2529,0.1782,0.4605,0.0725,0.032
47001,0.1146,0.2162,0.6332,0.005,0.0258
47004,0.1417,0.1962,0.608,0.0198,0.0328
47005,0.0642,0.2688,0.6358,0.0002,0.0273
47008,0.1461,0.1531,0.6566,0.0002,0.0189
47009,0.0965,0.3484,0.5063,0.0,0.0468
47011,0.1522,0.0458,0.5961,0.1448,0.0252
47014,0.1169,0.0382,0.6727,0.1478,0.0192
47018,0.1427,0.168,0.667,0.0,0.0219
48003,0.1622,0.2151,0.4143,0.0018,0.0498
48004,0.1265,0.0737,0.751,0.0147,0.0276
48005,0.06,0.3967,0.467,0.0,0.0763
48011,0.1818,0.1071,0.6359,0.0213,0.0261
49001,0.1297,0.1496,0.6467,0.0196,0.0454
49002,0.0887,0.4027,0.4442,0.0033,0.0603
49004,0.0907,0.4062,0.448,0.0165,0.0279
50001,0.1292,0.2262,0.6015,0.0177,0.024
50002,0.1388,0.258,0.5535,0.0215,0.0245
50006,0.1222,0.1454,0.6949,0.0162,0.019
50007,0.104,0.2761,0.4769,0.1183,0.0246
50008,0.1539,0.2134,0.6144,0.0005,0.017
50011,0.1317,0.1044,0.5488,0.1728,0.0356
5003,0.103,0.0,0.1299,0.7256,0.0006
51001,0.1518,0.389,0.4029,0.0123,0.0435
52004,0.0722,0.4151,0.4381,0.0,0.069
52005,0.1009,0.3364,0.4945,0.0029,0.0588
52006,0.1016,0.4605,0.3564,0.0103,0.0598
52007,0.0905,0.3952,0.4537,0.0003,0.0563
52009,0.0752,0.2773,0.5359,0.0,0.1063
52010,0.0683,0.4166,0.4706,0.0033,0.0349
52011,0.0552,0.5531,0.2783,0.017,0.0784
52015,0.2141,0.2977,0.3711,0.0,0.0935
52016,0.4502,0.1657,0.336,0.0209,0.0232
53005,0.1294,0.305,0.457,0.0,0.105
53006,0.0511,0.2175,0.4822,0.0,0.2279
53007,0.1471,0.299,0.4722,0.0001,0.0677
53008,0.0794,0.443,0.4398,0.0,0.0348
53009,0.1098,0.3532,0.4044,0.0,0.1267
53013,0.1085,0.3495,0.4513,0.0,0.0802
53017,0.0876,0.2809,0.5679,0.0,0.0597
53018,0.1098,0.3439,0.4574,0.0,0.0782
53022,0.1124,0.3354,0.4597,0.0,0.082
53023,0.0766,0.4102,0.4738,0.0,0.0361
53028,0.1437,0.3535,0.4436,0.0,0.0492
54001,0.133,0.232,0.5459,0.0258,0.0491
54002,0.106,0.437,0.3409,0.0,0.1067
54003,0.1214,0.0008,0.3642,0.4475,0.0012
54004,0.1024,0.3406,0.2663,0.0,0.2754
54005,0.168,0.0619,0.6961,0.0492,0.0105
54007,0.1559,0.3349,0.3996,0.0,0.1023
54008,0.1143,0.2225,0.6064,0.0205,0.0195
54011,0.1189,0.3455,0.3951,0.0001,0.1287
54012,0.0724,0.427,0.4175,0.0041,0.07
54015,0.1093,0.3891,0.4426,0.0,0.0561
54016,0.0573,0.3937,0.4874,0.0115,0.0437
54017,0.1345,0.3711,0.447,0.0,0.0307
54018,0.0893,0.2123,0.5974,0.019,0.0672
54019,0.0789,0.4137,0.3911,0.0,0.1049
54020,0.0526,0.3919,0.5074,0.0023,0.0401
54022,0.544,0.0,0.2776,0.1416,0.0027
54024,0.1119,0.4948,0.2601,0.0,0.1118
54025,0.083,0.0021,0.8562,0.0331,0.0014
54027,0.1934,0.2458,0.4854,0.0,0.0713
54028,0.2009,0.0147,0.6643,0.1038,0.0026
54029,0.1199,0.2362,0.5856,0.0172,0.0251
54032,0.1305,0.2422,0.5255,0.02,0.0669
54034,0.4253,0.1851,0.3186,0.0,0.0574
54036,0.1469,0.3917,0.402,0.0004,0.0504
54038,0.153,0.0091,0.7321,0.0937,0.0034
54044,0.116,0.3007,0.5276,0.002,0.0527
54048,0.1287,0.5371,0.2799,0.0,0.0487
54049,0.0805,0.4741,0.3585,0.0,0.0745
54052,0.0298,0.4038,0.5274,0.0003,0.037
54057,0.1228,0.2983,0.476,0.0139,0.0759
54060,0.0536,0.5547,0.3673,0.0012,0.0213
54063,0.112,0.0814,0.1936,0.0004,0.59
54080,0.2018,0.0024,0.7039,0.0513,0.0066
54095,0.127,0.2104,0.5796,0.03,0.0402
54096,0.1257,0.508,0.2972,0.0,0.0541
55002,0.1274,0.0694,0.7053,0.0665,0.011
55007,0.1251,0.0107,0.7503,0.0836,0.0085
55008,0.0051,0.0,0.9517,0.0164,0.0038
55013,0.106,0.0562,0.7052,0.0946,0.011
55014,0.1159,0.0644,0.7321,0.06,0.004
55016,0.0883,0.0138,0.8029,0.0642,0.0094
55018,0.0789,0.364,0.4926,0.0007,0.0457
55021,0.1238,0.175,0.6324,0.0345,0.0153
55023,0.1294,0.1725,0.6112,0.0442,0.0227
55025,0.1177,0.0945,0.7227,0.0273,0.018
55026,0.139,0.0055,0.7361,0.0931,0.0065
55029,0.1415,0.1762,0.5603,0.076,0.0225
55032,0.03,0.0003,0.8457,0.0734,0.0037
56001,0.1303,0.0321,0.6529,0.145,0.0167
56002,0.1719,0.0343,0.4109,0.2145,0.136
56007,0.0392,0.0022,0.7926,0.1542,0.0011
56012,0.1737,0.009,0.4817,0.2873,0.0055
56013,0.0673,0.0076,0.7192,0.1921,0.0016
57004,0.219,0.0278,0.4815,0.1167,0.1241
57005,0.1897,0.024,0.5144,0.1238,0.1031
57006,0.2404,0.0346,0.4509,0.106,0.1041
57007,0.1382,0.0146,0.5547,0.159,0.0834
57008,0.1729,0.065,0.4989,0.096,0.1524
57009,0.2077,0.0783,0.5791,0.0026,0.1242
58001,0.2148,0.0428,0.5603,0.0456,0.1168
58002,0.2321,0.0308,0.5105,0.1383,0.0363
58006,0.0765,0.005,0.6456,0.2394,0.0027
58008,0.2658,0.0268,0.5374,0.0579,0.0618
58009,0.1455,0.0824,0.632,0.0001,0.1341
58010,0.0,0.0,0.6479,0.35,0.0
58012,0.4809,0.0128,0.3285,0.0816,0.0455
59001,0.1257,0.0197,0.6739,0.0977,0.0563
60002,0.2071,0.0168,0.7345,0.0266,0.0139
60003,0.0625,0.0808,0.8195,0.0157,0.0199
